position COMBINED_rate.cM.Mb. Genetic_Map.cM.
331028 0.2425559158 0.203431694007004
334474 0.3513623508 0.204642488667861
335055 1.1889318173 0.205333258053712
335946 0.5156696136 0.205792719679429
340700 0.9963505156 0.210529370030592
341899 0.9806465604 0.211705165256512
342617 0.9724553037 0.212403388164568
344053 0.9498138913 0.213767320912475
348743 0.9256228155 0.21810849191717
349160 0.9212410787 0.218492649446988
352341 0.9064649893 0.221376114577951
354248 1.0675290298 0.223411892437780
358990 3.5943915233 0.240456497041268
362283 3.6074189324 0.252335727585662
363127 11.6596827017 0.262176499785896
364695 11.6460321654 0.280437478221243
366451 11.8513736785 0.301248490400690
366680 12.1438519441 0.304029432495888
367089 13.8307374713 0.30968620412165
367313 23.5340587986 0.314957833292537
372661 23.6049884998 0.441197311789467
372775 23.6474925363 0.443893125938605
373897 23.6474925363 0.470425612564334
376008 23.5896677276 0.520223401137297
376382 12.2377854007 0.524800332877159
376585 2.82798917 0.525374414678669
379003 2.7975830717 0.53213897054604
383057 6.9484588244 0.560308022620157
384644 7.0096212256 0.571432291505184
384724 7.0461406407 0.57199598275644
384812 7.0452704254 0.572615966553876
387791 7.0459220066 0.593605768211537
388413 7.0460465188 0.597988409146231
389397 7.0481830393 0.604923821256902
389805 7.0479627935 0.60779939007665
389873 7.0469484254 0.608278582569577
390206 7.0472375754 0.610625312682185
390341 7.0430906901 0.611576129925349
390627 6.9463338048 0.613562781393522
391296 2.6013276895 0.615303069617797
391569 2.2376349749 0.615913943965945
391794 0.7791373705 0.616089249874307
393044 0.7749631071 0.617057953758182
396948 7.2208819288 0.645248276808218
397111 7.5685234357 0.646481946128237
397531 9.4124738437 0.650435185142591
397896 10.9991689906 0.65444988182416
401714 11.031218377 0.696567073587546
401818 11.1083500114 0.697722341988731
402491 16.6336546373 0.708916791559634
402556 23.2838179608 0.710430239727086
405929 23.2838179608 0.788966557708864
406370 23.2050166767 0.79919997006329
406934 8.5253345205 0.804008258732851
409977 8.482007344 0.829819007080643
411849 8.0955790013 0.844973930971077
412730 4.5688320768 0.848999072030738
415294 4.0729202229 0.859442039482253
416231 3.0333878081 0.862284323858443
416449 2.9111554132 0.86291895573852
416664 2.911935054 0.86354502177513
416834 2.9142228997 0.86404043966808
416963 2.9115726269 0.86441603253695
417014 2.9147641424 0.864564685508212
417262 2.9774545332 0.865303094232446
417281 3.2061917307 0.865364011875329
417396 4.5440609575 0.865886578885441
417556 10.3125036633 0.86753657947157
417714 12.122718413 0.869451968980823
417737 14.0456344089 0.869775018572228
418178 14.0789526466 0.875983836689379
418436 13.9758362924 0.879589602452818
418507 13.8733392413 0.88057460953895
418556 13.6784930993 0.881244855700816
418624 13.6784930993 0.882174993231568
418769 13.354517622 0.884111398286758
418786 13.0631375696 0.884333471625442
419075 13.0631375696 0.888108718383056
419204 13.0631375696 0.889793863129534
419407 13.0343157905 0.892439829235006
419471 13.0179687794 0.893272979236887
419498 13.0179687794 0.893624464393931
419531 12.9873903197 0.894053048274481
420755 4.2854544753 0.899298444552248
422238 1.3007953398 0.901227524041172
422938 0.9028912265 0.901859547899722
425559 0.9004793947 0.90421970439323
428608 0.9066335219 0.906984030001504
431029 1.2508760239 0.910012400855366
431187 1.7385641675 0.91028709399383
436690 2.0113419254 0.921355508609307
438357 2.2907036202 0.92517411154418
438584 2.4403155111 0.9257280631652
438916 2.4538054347 0.92654272656952
439393 2.4538020156 0.927713190130962
440478 2.3746579615 0.93028969401919
441195 2.293796781 0.931934346311166
441243 2.2143743424 0.932040636279601
446887 2.2012906904 0.944464720936219
448041 2.1893373169 0.946991216199921
450282 2.1820920948 0.951881284584368
450515 2.1772790839 0.952388590610917
453750 2.17828482 0.959435342003617
454430 2.189177507 0.960923982708377
454955 2.1699240765 0.96206319284854
455285 2.0990325103 0.962755873576938
464612 2.0931114421 0.982278323997405
472149 2.5676551345 1.00163074074613
474588 3.1296764012 1.00926402148866
478964 3.2628102085 1.02354207896105
482160 3.2678591009 1.03398615664753
482221 3.2783379494 1.03418613526244
482984 3.285639532 1.03669307822536
484650 3.2845644329 1.04216516257057
485177 3.2842349019 1.04389595436387
491433 3.2305538352 1.06410629915688
494057 3.0560278603 1.07212531626231
495722 3.0474836179 1.07719937648611
499978 3.0675817873 1.09025500457286
501900 3.1204098663 1.09625243233589
504830 3.0719846855 1.10525334746441
507450 3.0697842899 1.11329618230395
507731 3.0693659113 1.11415867412502
508626 3.0621840095 1.11689932881352
509158 3.062580357 1.11852862156345
509569 3.0649971754 1.11978833540254
509717 3.0776667863 1.12024383008691
509897 3.1003639287 1.12080189559407
511453 3.1234948616 1.12566205359872
514858 6.3372984426 1.14724055479578
523110 6.3222974639 1.19941215346788
525105 5.805652802 1.21099443080787
525739 5.6477581065 1.21457510944739
529004 5.8177687809 1.23357012451703
533872 0.3414643255 1.23523237285356
536610 0.3339471449 1.2361467201363
536878 0.3219041876 1.23623299045858
538160 0.3333449609 1.23666033869845
538487 0.3287269544 1.23676783241254
538531 0.3254981798 1.23678215433245
538687 0.3265998673 1.23683310391175
538740 0.3269658325 1.23685043310087
538930 0.3314742774 1.23691341321358
538974 0.3308605803 1.23692797107911
538994 0.3368016502 1.23693470711212
539174 0.3636989652 1.23700017292585
539222 0.3995276055 1.23701935025092
539250 0.4452961469 1.23703181854303
539266 0.4856828591 1.23703958946877
539593 0.6734670573 1.23725981319651
539730 0.709638704 1.23735703369896
539817 0.6739381309 1.23741566631635
539871 0.6742238862 1.23745207440620
541217 0.6776232018 1.23836415523582
541260 0.6806193798 1.23839342186916
541685 0.6761934817 1.23868080409888
541917 0.6773462077 1.23883794841907
542009 0.6845756445 1.23890092937836
542395 0.9012982602 1.23924883050680
542473 1.2284201173 1.23934464727595
542494 1.5024106244 1.23937619789906
542654 1.5311866367 1.23962118776093
542672 3.2769233687 1.23968017238157
542674 5.1257976406 1.23969042397685
543359 5.3993657147 1.24338898949142
544140 9.4459997267 1.25076631527797
544277 9.5071451746 1.25206879416689
544315 9.563218572 1.25243219647263
549595 9.5571849867 1.30289413320240
549678 9.553675464 1.30368708826591
551374 9.5515654311 1.31988654323706
552231 9.5432648328 1.32806512119877
552650 8.7169346115 1.33171751680099
552689 6.9404725091 1.33198819522884
554919 10.2897443734 1.35493432518152
556112 11.1304082474 1.36821290222067
556632 11.2123891834 1.37404334459604
556692 11.332227743 1.37472327826062
558714 11.3970155471 1.39776804369686
562292 11.3937776399 1.43853498009242
562530 11.3838562564 1.44124433788144
572317 5.8929879394 1.49891901084435
572628 0.7377503819 1.49914845121312
575083 0.7340272555 1.50095048812537
577321 0.7812058148 1.50269882673890
578208 0.88629447 1.50348496993379
579100 1.2802738126 1.50462697417463
581633 1.5325430603 1.50850890574637
581815 1.6054515441 1.50880109792739
582505 3.7422356516 1.51138324052700
582775 5.4800369707 1.51286285050908
588305 5.1444963325 1.54131191522781
588860 4.8408987799 1.54399861405065
593889 8.4331355608 1.58640885278592
594599 9.9031108091 1.59344006146038
605985 10.058221039 1.70796296621043
607984 10.0495898001 1.72805209622083
610729 9.9431168946 1.75534595209651
614967 3.1988861555 1.76890283162352
618159 0.2730710298 1.76977447435064
624090 0.2730912857 1.77139417876613
624502 0.2732048706 1.77150673917281
628181 1.8829647186 1.77843416637254
629303 1.7274083201 1.78037231850770
629438 3.620413264 1.78086107429834
634095 3.9249211954 1.79913943230531
638853 4.6230455095 1.82113588283951
641215 4.7770705013 1.83241932336358
642955 4.9716279336 1.84106995596805
646151 5.8526179253 1.85977492285731
646900 6.0147085399 1.86427993955369
647039 6.029648906 1.86511806075163
647251 6.0293687802 1.86639628693303
651343 5.7125339384 1.88977197580896
651852 4.4501783119 1.89203711656972
655608 2.8875443289 1.90288273306907
657666 2.8843970865 1.90881882227308
660913 2.8853825762 1.91818765949801
661080 2.8917528434 1.91867058222285
661781 2.8926681423 1.92069834259061
663929 2.8878562117 1.92690145773334
663956 2.8817045569 1.92697926375637
665186 2.8792818406 1.93052078042031
666926 2.8785006577 1.93552937156471
667118 2.8791016387 1.93608215907934
670525 2.9110667187 1.94600016338995
670606 2.9644170145 1.94624028116813
670828 11.6834370117 1.94883400418472
674443 11.141734223 1.98911137340087
675106 2.2397608195 1.99059633482420
675513 1.4078380969 1.99116932492963
682010 1.1512255402 1.99864883726431
683221 1.1419639909 2.00003175565729
685481 1.5777887291 2.00359755818506
687142 1.6321268696 2.00630852091547
687835 3.9578648494 2.0090513212561
690369 3.9600149102 2.01908599903855
690548 3.9341515905 2.01979021217325
691025 3.8750246633 2.02163859893764
691909 3.9532518024 2.02513327353096
697514 5.6256191751 2.05666486900740
699532 4.2444110557 2.0652300905178
704538 4.1726906338 2.08611857983060
705302 3.8016671958 2.08902305356819
710050 3.686722109 2.10652761014173
715780 3.6832823766 2.12763281815964
717664 3.6270293591 2.13446614147219
723205 3.6466695252 2.15467233731132
725939 3.7759832489 2.16499587551381
726098 4.0516213045 2.16564008330123
726200 4.5455950558 2.16610373399692
726482 6.0342876285 2.16780540310816
728236 5.8513287107 2.17806863366673
730030 1.1928757464 2.18020865275577
730235 0.8876164391 2.18039061412578
730297 0.7102898704 2.18043465209775
731055 0.7240707745 2.18098349774482
731144 0.7446085653 2.18104976790713
731384 0.9622583614 2.18128070991387
732880 2.166677673 2.18452205971267
734851 2.2914430381 2.18903849394077
737123 2.3262841466 2.19432381152185
741758 2.3262841466 2.20510613854134
743589 2.326922824 2.20936673423208
744501 2.3387950907 2.21149971535480
745344 2.3389081943 2.21347141496259
746206 2.3374399831 2.21548628822803
747150 2.3368612119 2.21769228521206
750173 2.7946448143 2.22614049648569
750184 3.2291768606 2.22617601743115
750583 4.4964238362 2.2279700905418
751553 4.6057439145 2.23243766213886
752878 5.0047057378 2.23906889724145
753715 5.0897178934 2.24332899111822
753950 5.4086228869 2.24460001749665
753962 5.7354713299 2.24466884315260
753990 6.1344232247 2.24484060700290
754018 6.45345826 2.24502130383418
756179 10.6877284757 2.26811748507016
756709 10.6890868248 2.27378270108731
756985 15.0878201983 2.27794693946204
757412 15.1211869354 2.28440368628345
757606 15.1234610287 2.28733763772302
760809 15.1234610287 2.33577808339795
763508 15.1234610287 2.37659630471441
763952 15.0869677434 2.38329491839248
764046 15.0869677434 2.38471309336036
764389 15.0303009859 2.38986848659852
765374 14.9406696103 2.40458504616467
765568 14.8552414423 2.40746696300447
766103 14.7208465863 2.41534261592814
766369 14.7183402152 2.41925769442539
773437 14.5611140835 2.52217564876757
776648 14.4066169495 2.56843529579241
782854 7.3252157262 2.61389558458921
784824 7.3805143653 2.62843519788885
789890 7.3669692163 2.66575626393862
792621 7.3569471633 2.68584808664160
797079 0.6177921964 2.68860220425315
799342 0.4118156007 2.68953414295753
799770 0.3601038525 2.6896882674064
801381 0.3544185942 2.69025923576166
802209 0.3526083068 2.69055119543969
802244 0.3509047739 2.69056347710678
803086 0.3503388213 2.69085846239431
803697 0.3505058466 2.69107262146658
803945 0.3503020748 2.69115949638113
804013 0.3511672936 2.6911833757571
804079 0.3505471032 2.69120651186591
804327 0.3510343718 2.69129356839011
806673 0.3786281094 2.69218182993477
806977 0.5747511182 2.6923565542747
807442 0.8631395841 2.69275791418131
812801 1.0856223604 2.69857576441069
814907 1.1231844079 2.70094119077373
817708 1.2601015543 2.70447073522732
819997 1.2702307648 2.70737829344795
820095 1.2793972797 2.70750367438136
823550 1.2803373078 2.71192723977981
824168 1.2827002805 2.71271994855316
827655 1.4198030993 2.71767080196042
829568 5.8082781361 2.72878203803478
830621 6.9331207845 2.73608261422085
830854 18.2476107144 2.74033430751731
836766 6.972623503 2.78155645766705
840776 7.2086581379 2.81046317680002
840984 7.420195545 2.81200657747338
844020 9.8873415547 2.84202454643345
846041 9.9291854149 2.86209143015697
846716 9.9291854149 2.86879363031202
850023 9.9467147284 2.90168741591884
850199 9.9582496526 2.9034400678577
852104 9.9672786526 2.92242773369090
859214 7.3111928342 2.97441031474207
861593 7.1363834536 2.99138777097818
862912 5.4628570423 2.99859327941697
863038 1.934775334 2.99883706110906
864120 1.9352266001 3.00093097629037
865374 1.6580773329 3.00301020526582
865406 1.4523342725 3.00305667996254
865818 1.4359774821 3.00364830268517
865835 1.413093413 3.00367232527319
866018 1.4086226652 3.00393010322092
867735 1.5433864688 3.00658009778785
868115 1.5739190461 3.00717818702537
869037 1.0222784893 3.0081207277925
869061 0.9842101826 3.00814434883689
869496 0.3220089921 3.00828442274845
871135 0.301985667 3.00877937725666
871447 0.2961258033 3.00887176850729
876604 0.3117143639 3.01047927948192
877437 0.3293322641 3.01075361325792
880602 0.3734754705 3.01193566312205
881161 0.4436536189 3.01218366549502
881413 0.5211999641 3.01231500788597
884782 0.5467793904 3.01415710765223
885818 0.5452701261 3.01472200750287
887128 0.5454362771 3.01543652902587
889821 0.5472130774 3.01691017384331
889898 0.5501646631 3.01695253652236
890844 3.1382039906 3.01992127749747
896499 8.8421710654 3.06992375487231
897571 8.857939851 3.07941946639258
899978 8.7071833911 3.10037765681496
902247 7.884195478 3.11826689635454
903120 6.8253662299 3.12422544107324
904139 6.830047791 3.13118525977227
906633 5.2100499934 3.14417912445581
907673 4.2645801538 3.14861428781576
910742 3.8706038546 3.16049317104553
923744 3.9823999126 3.21227233470916
927971 6.0599275649 3.23788764852599
928073 7.2156066096 3.23862364040017
929257 7.3049949963 3.24727275447579
931523 7.313483324 3.26384510768797
938708 5.3534565871 3.30230969326628
939673 5.0510248391 3.30718393223602
939697 4.7065610785 3.3072968897019
941603 2.728901687 3.31249817631732
942660 0.9838969442 3.31353815538734
945013 1.0886603809 3.3160997732636
945089 1.218048299 3.31619234493432
945710 1.5771354351 3.31717174603952
946163 1.5710424855 3.31788342828545
948532 2.3261141195 3.32339399263455
948629 2.9358931376 3.32367877426889
949122 3.964524378 3.32563328478725
950380 4.4590155098 3.33124272629858
950560 4.5378500149 3.33205953930126
950694 4.5376238816 3.33266758090139
952866 4.575799761 3.34260621798229
954678 4.9991153736 3.35166461503925
954701 5.3355760165 3.35178733328763
955110 5.3355760165 3.35396958387838
955552 5.3268975074 3.35632407257665
955577 5.3200694433 3.35645707431273
957385 4.0198558448 3.36372497368013
957447 2.3399060339 3.36387004785423
958495 2.0134884493 3.36598018374910
960187 2.0016617468 3.36936699542468
960266 1.9972249526 3.36952477619594
960277 1.994594965 3.36954671674055
960445 1.9834818586 3.3698799416928
960701 1.9641896624 3.37038277424637
961054 0.8390976912 3.37067897573137
962108 0.4996764605 3.37120563472073
962161 0.2160392577 3.37121708480139
964434 0.2156902815 3.37170734881124
966693 0.2193729747 3.37220291236109
971933 7.8025669403 3.41308836312826
976024 7.8345268722 3.44513941256243
984533 3.125871597 3.47173745398130
984554 1.1252470817 3.47176108417002
984578 0.479250028 3.47177258617069
985997 0.4790380416 3.47245234115172
987051 1.6933976552 3.4742371822803
987571 1.278965421 3.47490224429922
988136 1.1197188756 3.47553488546394
988165 0.9626556791 3.47556280247863
988175 0.8313951118 3.47557111642975
988261 0.7672486599 3.4756370998145
988336 0.729945208 3.4756918457051
989730 0.730370497 3.47670998217792
990281 0.7340977338 3.47711447002924
992903 0.7491570704 3.47907875986783
998126 11.1769616126 3.53745603037044
1002847 4.6593701329 3.55945291676786
1003172 4.2646254053 3.56083892002458
1004823 4.0740171713 3.5675651223744
1005230 0.4235404973 3.5677375033568
1006768 3.6330187565 3.5733250862043
1007353 3.6288570025 3.57544796755076
1008504 3.6286761741 3.57962457382715
1008683 3.6239097735 3.58027325367661
1008879 0.3326537488 3.58033845381137
1012611 0.3292908587 3.58156736729604
1014398 0.3344740155 3.58216507236174
1014712 0.3417821724 3.58227239196387
1018318 0.4611999432 3.58393547895905
1019105 0.7831042166 3.58455178197751
1020083 1.0935387026 3.58562126282866
1026477 2.1798376824 3.59955914496992
1031212 1.4213692857 3.60628932853771
1036552 1.3280120974 3.61338091313783
1038222 1.8537995992 3.61647675846849
1038445 16.9186293111 3.62024961280487
1038925 16.9123042208 3.62836751883085
1039410 16.9064688874 3.63656715624124
1039471 16.9018744036 3.63759817057986
1040046 16.8978337547 3.64731442498881
1040773 0.5498606984 3.64771417371655
1041164 0.4633780453 3.64789535453226
1041352 0.4626782152 3.64798233803672
1042809 0.4584770235 3.64865033905996
1043748 0.4591609105 3.64908149115492
1044712 0.4674183486 3.64953208244297
1045173 0.4845001839 3.64975543702775
1046520 0.5536909937 3.65050125879626
1047161 0.7106893886 3.65095681069435
1051214 0.7093465816 3.65383179238958
1052005 0.7081453312 3.65439193534656
1053299 0.7104321476 3.65531123454555
1053524 0.7106902994 3.65547113986292
1053677 0.7111910924 3.65557995210005
1054060 0.7074871034 3.65585091966066
1056065 0.7072672239 3.65726899044457
1056492 0.7071357562 3.65757093741247
1056563 0.7070305213 3.65762113657948
1056837 0.7070332165 3.65781486368081
1057137 0.7077578407 3.65802719103302
1057863 0.7106291656 3.65854310780724
1058176 0.7141855079 3.65876664787121
1059004 0.7252875023 3.65936718592312
1065563 0.8093099936 3.66467545017114
1065945 0.9130820781 3.66502424752498
1070991 1.190743265 3.67103273804017
1073073 1.1902131957 3.67351076191361
1073409 1.192709608 3.6739115123419
1074000 1.2140840555 3.6746290360187
1075979 1.2764531003 3.67715513670419
1076063 1.3385021466 3.67726757088451
1080189 1.4621729736 3.68330049657358
1080311 1.5723281852 3.68349232061218
1081120 1.6807607878 3.68485205608951
1081617 1.7823074599 3.68573786289708
1082342 1.9286739095 3.68713615148147
1083491 2.1606023024 3.68961868352692
1085966 2.1660462323 3.69497964795187
1086043 2.1653748757 3.69514638181729
1086080 2.1658645315 3.69522651880496
1088285 2.1610625507 3.69999166172925
1090803 25.7466808093 3.76482180400707
1093453 25.7466808093 3.83305050815172
1095061 25.4402182769 3.87395837914097
1095122 25.2591655992 3.87549918824252
1095151 2.1761342996 3.87556229613721
1095336 2.1734441604 3.87596438330688
1095514 2.0279646898 3.87632536102167
1095581 1.9001435321 3.87645267063832
1095716 1.8744057989 3.87670571542117
1095738 1.8629784845 3.87674670094783
1095753 1.8470999489 3.87677440744706
1096529 1.9324747208 3.87827400783040
1098066 2.0857521586 3.88147980889817
1098809 2.2075279826 3.88312000218924
1098917 2.3676829919 3.88337571195237
1099701 2.933165289 3.88567531353895
1100792 10.2196675458 3.89682497083141
1101992 2.104191618 3.89935000077301
1102211 1.9898239789 3.89978577222439
1102728 2.0735561399 3.90085780074872
1103465 2.5881977718 3.90276530250654
1106615 2.533823058 3.91074684513924
1107035 2.0618508798 3.91161282250875
1107160 0.4102503124 3.9116641037978
1110829 0.4081228707 3.9131615066104
1114119 0.2604812047 3.91401848977386
1116117 0.229715642 3.91447746162658
1119019 0.2261605541 3.91513377955458
1119963 0.2252728812 3.91534643715443
1121780 0.2251209626 3.91575548194348
1121831 0.2251441842 3.91576696429687
1122147 0.2258129397 3.91583832118582
1123378 1.1230796965 3.91722083229221
1123525 1.4251859373 3.91743033462499
1123540 1.6810300365 3.91745555007554
1123662 1.6900920532 3.91766174130603
1124031 2.945976653 3.91874880669098
1124053 5.6112579252 3.91887225436534
1124630 8.3822814372 3.9237088307546
1124835 9.3656576866 3.92562879058036
1124871 8.5385968726 3.92593618006777
1126802 1.1445743164 3.92814635307274
1127615 1.1026747196 3.92904282761977
1127720 1.064865511 3.92915463849843
1127876 1.0077013521 3.92931183990936
1128191 1.0068034045 3.92962898298177
1130986 1.1271957971 3.93277949523467
1131981 1.9717887774 3.93474142506818
1132637 1.9860254911 3.93604425779034
1136223 1.9915231639 3.94318585985609
1136944 1.9934786634 3.9446231579724
1146100 1.9907656175 3.96285060796623
1146438 1.9903156993 3.96352333467259
1152656 1.9627110466 3.97572747196035
1163934 1.9644574348 3.99788262291003
1165172 1.9711509612 4.00032290779999
1170445 1.9905983072 4.01081933267386
1175396 1.9907848656 4.02067570854344
1181717 1.9945569159 4.03328330280885
1183851 1.9958158309 4.03754237379199
1185546 1.996130589 4.04092581514034
1185924 1.996177381 4.04168037019036
1189482 8.4413552609 4.07171471220864
1189540 8.4411000196 4.07220429600978
1199815 2.365393914 4.09650871847613
1200713 1.5426176742 4.09789398914756
1207238 1.1833333795 4.1056152394488
1209714 0.3570818006 4.10649937398708
1211542 0.2611369231 4.10697673228251
1214657 0.2564899878 4.10777569859451
1218523 0.2606277838 4.10878328560668
1221545 0.2891463808 4.10965708596946
1224259 0.2891351917 4.11044179887973
1224470 0.2895226393 4.11050288815662
1224627 0.3421188798 4.11055660082075
1232723 0.5075459854 4.11466569311855
1233597 0.5615859483 4.11515651923736
1233681 0.620838052 4.11520866963373
1238899 3.7545706193 4.13480001912524
1244900 11.9297542286 4.20639047425107
1245700 12.341364048 4.21626356548947
1246549 12.3711008083 4.22676663007571
1250109 12.349066906 4.27072930826107
1251781 12.3513959009 4.29138084220738
1262248 12.3031742434 4.42015816701305
1262978 6.0932399334 4.42460623216443
1263299 0.9254756654 4.42490330985302
1266334 0.895533725 4.4276212547084
1271274 0.8974656892 4.43205473521305
1271529 0.8941208378 4.43228273602668
1274539 0.9107082863 4.43502396796845
1277275 1.8987559073 4.44021896413082
1283615 4.6861389108 4.46992908482529
1283757 5.6540310366 4.47073195723249
1289552 8.2819391908 4.51872579484318
1291620 8.489181594 4.53628142237957
1291667 8.6828321449 4.53668951549038
1293823 8.7252937822 4.5555012488848
1294199 9.450281973 4.55905455490665
1297502 10.9655058614 4.59527362076685
1302265 11.0577575794 4.64794172011753
1302460 11.1086771054 4.65010791215309
1302839 11.1317834418 4.65432685807753
1304349 11.1506196072 4.6711642936844
1308057 11.1522107429 4.71251669111908
1309369 11.1520613621 4.72714819562615
1309427 11.1520613621 4.72779501518515
1309647 11.1520613621 4.73024846868481
1309865 11.1520211094 4.73267960928666
1310136 11.1459837052 4.73570017087077
1310497 10.8975870844 4.73963419980824
1310537 10.2969237499 4.74004607675824
1310821 8.2320695948 4.74238398452316
1310872 5.3844016591 4.74265858900777
1311120 4.0086303558 4.74365272933601
1311537 3.3500618595 4.74504970513142
1311964 3.0274729211 4.74634243606873
1312728 2.9814342784 4.74862025185743
1313069 2.3983837615 4.7494381007201
1313763 2.4012505042 4.75110456857002
1316638 2.3775325955 4.75793997478208
1318707 2.3746403337 4.76285310563251
1322312 2.332988407 4.77126352883974
1325150 2.5294541411 4.77844211969218
1328373 5.0934548272 4.79485832460025
1329440 5.5168522028 4.80074480590064
1334728 6.1712948342 4.83337861298389
1336506 6.6489749317 4.84520049041245
1339058 15.8594046232 4.88567369101085
1340060 20.8150124458 4.90653033348155
1341509 21.0557568201 4.93704012511387
1348164 9.4427269709 4.99988147310521
1348184 0.3995178215 4.99988946346164
1350581 0.3998474749 5.00084789785898
1351916 0.4132037634 5.00139952488311
1357082 0.5133799259 5.00405164558031
1357496 0.665461113 5.0043271464811
1357830 1.6674004972 5.00488405824716
1358726 1.7204190629 5.00642555372752
1359281 0.6419085109 5.00678181295107
1360082 0.5534350301 5.00722511441018
1360575 0.5462918028 5.00749443626896
1361793 0.7809098981 5.00844558452485
1362613 0.6167193605 5.00895129440045
1364187 0.6167616532 5.00992207724259
1364306 0.350238217 5.00996375559042
1365524 0.3503804202 5.01039051894222
1365608 0.3278123649 5.01041805518087
1365620 0.3069074724 5.01042173807054
1366545 0.3067834891 5.01070551279796
1366979 0.3067767007 5.01083865388606
1366994 0.3075395196 5.01084326697885
1367022 0.3087685118 5.01085191249718
1367226 0.312298013 5.01091562129184
1367481 0.3094375807 5.01099452787492
1367672 0.30803889 5.01105336330291
1368398 0.3081487274 5.011277079279
1369702 0.3081556854 5.01167891429276
1370526 0.396597843 5.01200571091539
1370675 0.51098538 5.01208184773701
1371354 0.6094314656 5.01249565170215
1372132 0.5661191884 5.01293609243073
1372395 0.5642433318 5.01308448842699
1372441 0.560352337 5.01311026463449
1374641 0.5596978109 5.01434159981847
1375355 1.6100420781 5.01549116986224
1376723 3.0155985901 5.0196165087335
1383649 0.4238623971 5.02255217969581
1384246 0.4238881461 5.02280524091903
1384690 0.4215068132 5.02299238994409
1387299 0.4231092166 5.0240962818902
1389517 0.4235660225 5.02503575132811
1390243 0.4239257417 5.02534352141658
1390757 0.4246299655 5.02556178121885
1391059 0.4262630789 5.02569051266867
1391235 0.4275074317 5.02576575397665
1391809 0.427771584 5.02601129486587
1396404 0.5488205162 5.02853312513781
1399723 0.5617523268 5.03039758111046
1400555 0.5567437175 5.03086079188342
1400866 0.5569812707 5.03103401305861
1408889 0.4980568236 5.03502992295435
1408904 0.4429024985 5.03503656649183
1410493 0.4401205621 5.035735918065
1413574 0.4331087654 5.0370703261712
1415287 0.4191941558 5.03778840576009
1415875 0.3996658303 5.0380234092683
1421762 0.3986347811 5.04037017222464
1423199 0.3982939612 5.04094252064688
1424888 0.3961989868 5.04161170073559
1425448 0.3942637316 5.04183248842528
1427260 0.3922861666 5.04254331095916
1427368 0.3903017514 5.04258546354831
1433989 0.7556028118 5.04758830976524
1434135 1.2009659389 5.04776365079232
1435771 1.2561341151 5.04981868620462
1436874 1.3677554866 5.05132732050634
1442970 1.3722629358 5.05969263536298
1444419 1.3741554106 5.06168378655294
1448180 1.3680811046 5.06682913958734
1451254 1.7966541435 5.07235205442446
1451270 2.1971044576 5.07238720809578
1451274 2.6144077499 5.07239766572678
1451400 2.5355307688 5.07271714260365
1451742 2.768388603 5.07366393150588
1452815 2.3434846992 5.07617849058812
1455903 2.3755025162 5.08351404235814
1457875 3.0954092768 5.08961818945199
1459424 3.2454509109 5.09464539291298
1460036 3.3586277939 5.09670087312284
1460473 3.4017141438 5.09818742220368
1460998 3.4027113257 5.09997384564968
1463265 3.4128190749 5.10771070649248
1471750 3.448559341 5.13697173250086
1472007 5.7426439021 5.1384475919837
1473152 5.7498816965 5.14503120652619
1473196 5.7563322784 5.14528448514644
